index,Bene_Geo_Lvl,Bene_Geo_Desc,Bene_Geo_Cd,Bene_Age_Lvl,Bene_Demo_Lvl,Bene_Demo_Desc,Bene_Cond,Prvlnc,Tot_Mdcr_Stdzd_Pymt_PC,Tot_Mdcr_Pymt_PC,Hosp_Readmsn_Rate,ER_Visits_Per_1000_Benes
2183,State,Delaware,10.0,All,Sex,Male,Stroke,0.0476,,,,
2193,State,District of Columbia,11.0,All,Sex,Female,Alcohol Abuse,0.0165,,,,
2196,State,District of Columbia,11.0,All,Sex,Male,Alcohol Abuse,0.0518,,,,
2206,State,District of Columbia,11.0,All,Sex,Female,Alzheimer's Disease/Dementia,0.1524,,,,
2209,State,District of Columbia,11.0,All,Sex,Male,Alzheimer's Disease/Dementia,0.1202,,,,
2219,State,District of Columbia,11.0,All,Sex,Female,Arthritis,0.3652,,,,
2222,State,District of Columbia,11.0,All,Sex,Male,Arthritis,0.2183,,,,
2232,State,District of Columbia,11.0,All,Sex,Female,Asthma,0.0781,,,,
2235,State,District of Columbia,11.0,All,Sex,Male,Asthma,0.038,,,,
2245,State,District of Columbia,11.0,All,Sex,Female,Atrial Fibrillation,0.0472,,,,
2248,State,District of Columbia,11.0,All,Sex,Male,Atrial Fibrillation,0.0601,,,,
2258,State,District of Columbia,11.0,All,Sex,Female,Autism Spectrum Disorders,0.0009,,,,
2261,State,District of Columbia,11.0,All,Sex,Male,Autism Spectrum Disorders,0.0031,,,,
2271,State,District of Columbia,11.0,All,Sex,Female,COPD,0.0831,,,,
2274,State,District of Columbia,11.0,All,Sex,Male,COPD,0.0705,,,,
2284,State,District of Columbia,11.0,All,Sex,Female,Cancer,0.0807,,,,
2287,State,District of Columbia,11.0,All,Sex,Male,Cancer,0.094,,,,
2297,State,District of Columbia,11.0,All,Sex,Female,Chronic Kidney Disease,0.2386,,,,
2300,State,District of Columbia,11.0,All,Sex,Male,Chronic Kidney Disease,0.2633,,,,
2310,State,District of Columbia,11.0,All,Sex,Female,Depression,0.1638,,,,
2313,State,District of Columbia,11.0,All,Sex,Male,Depression,0.1263,,,,
2323,State,District of Columbia,11.0,All,Sex,Female,Diabetes,0.298,,,,
2326,State,District of Columbia,11.0,All,Sex,Male,Diabetes,0.2747,,,,
2336,State,District of Columbia,11.0,All,Sex,Female,Drug/Substance Abuse,0.0379,,,,
2339,State,District of Columbia,11.0,All,Sex,Male,Drug/Substance Abuse,0.0642,,,,
2349,State,District of Columbia,11.0,All,Sex,Female,HIV/AIDS,0.0155,,,,
2352,State,District of Columbia,11.0,All,Sex,Male,HIV/AIDS,0.0449,,,,
2362,State,District of Columbia,11.0,All,Sex,Female,Heart Failure,0.141,,,,
2365,State,District of Columbia,11.0,All,Sex,Male,Heart Failure,0.1434,,,,
2375,State,District of Columbia,11.0,All,Sex,Female,Hepatitis (Chronic Viral B & C),0.0136,,,,
2378,State,District of Columbia,11.0,All,Sex,Male,Hepatitis (Chronic Viral B & C),0.0368,,,,
2388,State,District of Columbia,11.0,All,Sex,Female,Hyperlipidemia,0.3818,,,,
2391,State,District of Columbia,11.0,All,Sex,Male,Hyperlipidemia,0.3588,,,,
2401,State,District of Columbia,11.0,All,Sex,Female,Hypertension,0.5829,,,,
2404,State,District of Columbia,11.0,All,Sex,Male,Hypertension,0.5194,,,,
2414,State,District of Columbia,11.0,All,Sex,Female,Ischemic Heart Disease,0.2,,,,
2417,State,District of Columbia,11.0,All,Sex,Male,Ischemic Heart Disease,0.2571,,,,
2427,State,District of Columbia,11.0,All,Sex,Female,Osteoporosis,0.0729,,,,
2430,State,District of Columbia,11.0,All,Sex,Male,Osteoporosis,0.0125,,,,
2440,State,District of Columbia,11.0,All,Sex,Female,Schizophrenia and Other Psychotic Disorders,0.0452,,,,
2443,State,District of Columbia,11.0,All,Sex,Male,Schizophrenia and Other Psychotic Disorders,0.0577,,,,
2453,State,District of Columbia,11.0,All,Sex,Female,Stroke,0.0478,,,,
2456,State,District of Columbia,11.0,All,Sex,Male,Stroke,0.0496,,,,
2466,State,Florida,12.0,All,Sex,Female,Alcohol Abuse,0.0143,,,,
2469,State,Florida,12.0,All,Sex,Male,Alcohol Abuse,0.034,,,,
2479,State,Florida,12.0,All,Sex,Female,Alzheimer's Disease/Dementia,0.1408,,,,
2482,State,Florida,12.0,All,Sex,Male,Alzheimer's Disease/Dementia,0.1084,,,,
2492,State,Florida,12.0,All,Sex,Female,Arthritis,0.4255,,,,
2495,State,Florida,12.0,All,Sex,Male,Arthritis,0.3146,,,,
2505,State,Florida,12.0,All,Sex,Female,Asthma,0.0673,,,,
2508,State,Florida,12.0,All,Sex,Male,Asthma,0.0333,,,,
2518,State,Florida,12.0,All,Sex,Female,Atrial Fibrillation,0.0865,,,,
2521,State,Florida,12.0,All,Sex,Male,Atrial Fibrillation,0.1187,,,,
2531,State,Florida,12.0,All,Sex,Female,Autism Spectrum Disorders,0.0009,,,,
2534,State,Florida,12.0,All,Sex,Male,Autism Spectrum Disorders,0.0028,,,,
2544,State,Florida,12.0,All,Sex,Female,COPD,0.1376,,,,
2547,State,Florida,12.0,All,Sex,Male,COPD,0.1309,,,,
2557,State,Florida,12.0,All,Sex,Female,Cancer,0.0898,,,,
2560,State,Florida,12.0,All,Sex,Male,Cancer,0.1154,,,,
2570,State,Florida,12.0,All,Sex,Female,Chronic Kidney Disease,0.2611,,,,
2573,State,Florida,12.0,All,Sex,Male,Chronic Kidney Disease,0.3073,,,,
2583,State,Florida,12.0,All,Sex,Female,Depression,0.238,,,,
2586,State,Florida,12.0,All,Sex,Male,Depression,0.1428,,,,
2596,State,Florida,12.0,All,Sex,Female,Diabetes,0.2566,,,,
2599,State,Florida,12.0,All,Sex,Male,Diabetes,0.304,,,,
2609,State,Florida,12.0,All,Sex,Female,Drug/Substance Abuse,0.036,,,,
2612,State,Florida,12.0,All,Sex,Male,Drug/Substance Abuse,0.0367,,,,
2622,State,Florida,12.0,All,Sex,Female,HIV/AIDS,0.0031,,,,
2625,State,Florida,12.0,All,Sex,Male,HIV/AIDS,0.0091,,,,
2635,State,Florida,12.0,All,Sex,Female,Heart Failure,0.1389,,,,
2638,State,Florida,12.0,All,Sex,Male,Heart Failure,0.1584,,,,
2648,State,Florida,12.0,All,Sex,Female,Hepatitis (Chronic Viral B & C),0.0053,,,,
2651,State,Florida,12.0,All,Sex,Male,Hepatitis (Chronic Viral B & C),0.0093,,,,
2661,State,Florida,12.0,All,Sex,Female,Hyperlipidemia,0.5964,,,,
2664,State,Florida,12.0,All,Sex,Male,Hyperlipidemia,0.5865,,,,
2674,State,Florida,12.0,All,Sex,Female,Hypertension,0.624,,,,
2677,State,Florida,12.0,All,Sex,Male,Hypertension,0.6236,,,,
2687,State,Florida,12.0,All,Sex,Female,Ischemic Heart Disease,0.2958,,,,
2690,State,Florida,12.0,All,Sex,Male,Ischemic Heart Disease,0.3993,,,,
2700,State,Florida,12.0,All,Sex,Female,Osteoporosis,0.1383,,,,
2703,State,Florida,12.0,All,Sex,Male,Osteoporosis,0.0172,,,,
2713,State,Florida,12.0,All,Sex,Female,Schizophrenia and Other Psychotic Disorders,0.0297,,,,
2716,State,Florida,12.0,All,Sex,Male,Schizophrenia and Other Psychotic Disorders,0.0301,,,,
2726,State,Florida,12.0,All,Sex,Female,Stroke,0.0461,,,,
2729,State,Florida,12.0,All,Sex,Male,Stroke,0.0473,,,,
2739,State,Georgia,13.0,All,Sex,Female,Alcohol Abuse,0.0101,,,,
2742,State,Georgia,13.0,All,Sex,Male,Alcohol Abuse,0.0296,,,,
2752,State,Georgia,13.0,All,Sex,Female,Alzheimer's Disease/Dementia,0.1227,,,,
2755,State,Georgia,13.0,All,Sex,Male,Alzheimer's Disease/Dementia,0.0881,,,,
2765,State,Georgia,13.0,All,Sex,Female,Arthritis,0.3906,,,,
2768,State,Georgia,13.0,All,Sex,Male,Arthritis,0.2718,,,,
2778,State,Georgia,13.0,All,Sex,Female,Asthma,0.0623,,,,
2781,State,Georgia,13.0,All,Sex,Male,Asthma,0.0287,,,,
2791,State,Georgia,13.0,All,Sex,Female,Atrial Fibrillation,0.0703,,,,
2794,State,Georgia,13.0,All,Sex,Male,Atrial Fibrillation,0.0872,,,,
2804,State,Georgia,13.0,All,Sex,Female,Autism Spectrum Disorders,0.001,,,,
2807,State,Georgia,13.0,All,Sex,Male,Autism Spectrum Disorders,0.0032,,,,
2817,State,Georgia,13.0,All,Sex,Female,COPD,0.117,,,,
2820,State,Georgia,13.0,All,Sex,Male,COPD,0.1179,,,,
2830,State,Georgia,13.0,All,Sex,Female,Cancer,0.0748,,,,
2833,State,Georgia,13.0,All,Sex,Male,Cancer,0.0907,,,,
2843,State,Georgia,13.0,All,Sex,Female,Chronic Kidney Disease,0.2532,,,,
2846,State,Georgia,13.0,All,Sex,Male,Chronic Kidney Disease,0.2856,,,,
2856,State,Georgia,13.0,All,Sex,Female,Depression,0.2138,,,,
2859,State,Georgia,13.0,All,Sex,Male,Depression,0.1207,,,,
2869,State,Georgia,13.0,All,Sex,Female,Diabetes,0.2644,,,,
2872,State,Georgia,13.0,All,Sex,Male,Diabetes,0.2961,,,,
2882,State,Georgia,13.0,All,Sex,Female,Drug/Substance Abuse,0.0336,,,,
2885,State,Georgia,13.0,All,Sex,Male,Drug/Substance Abuse,0.0381,,,,
2895,State,Georgia,13.0,All,Sex,Female,HIV/AIDS,0.0027,,,,
2898,State,Georgia,13.0,All,Sex,Male,HIV/AIDS,0.0086,,,,
2908,State,Georgia,13.0,All,Sex,Female,Heart Failure,0.1346,,,,
2911,State,Georgia,13.0,All,Sex,Male,Heart Failure,0.1468,,,,
2921,State,Georgia,13.0,All,Sex,Female,Hepatitis (Chronic Viral B & C),0.0045,,,,
2924,State,Georgia,13.0,All,Sex,Male,Hepatitis (Chronic Viral B & C),0.0084,,,,
2934,State,Georgia,13.0,All,Sex,Female,Hyperlipidemia,0.5036,,,,
2937,State,Georgia,13.0,All,Sex,Male,Hyperlipidemia,0.4971,,,,
2947,State,Georgia,13.0,All,Sex,Female,Hypertension,0.6308,,,,
2950,State,Georgia,13.0,All,Sex,Male,Hypertension,0.6032,,,,
2960,State,Georgia,13.0,All,Sex,Female,Ischemic Heart Disease,0.212,,,,
2963,State,Georgia,13.0,All,Sex,Male,Ischemic Heart Disease,0.3238,,,,
2973,State,Georgia,13.0,All,Sex,Female,Osteoporosis,0.0958,,,,
2976,State,Georgia,13.0,All,Sex,Male,Osteoporosis,0.0104,,,,
2986,State,Georgia,13.0,All,Sex,Female,Schizophrenia and Other Psychotic Disorders,0.0261,,,,
2989,State,Georgia,13.0,All,Sex,Male,Schizophrenia and Other Psychotic Disorders,0.0282,,,,
2999,State,Georgia,13.0,All,Sex,Female,Stroke,0.0395,,,,
3002,State,Georgia,13.0,All,Sex,Male,Stroke,0.0408,,,,
3012,State,Hawaii,15.0,All,Sex,Female,Alcohol Abuse,0.0076,,,,
3015,State,Hawaii,15.0,All,Sex,Male,Alcohol Abuse,0.0243,,,,
3025,State,Hawaii,15.0,All,Sex,Female,Alzheimer's Disease/Dementia,0.1224,,,,
3028,State,Hawaii,15.0,All,Sex,Male,Alzheimer's Disease/Dementia,0.0853,,,,
3038,State,Hawaii,15.0,All,Sex,Female,Arthritis,0.2494,,,,
3041,State,Hawaii,15.0,All,Sex,Male,Arthritis,0.1726,,,,
3051,State,Hawaii,15.0,All,Sex,Female,Asthma,0.0695,,,,
3054,State,Hawaii,15.0,All,Sex,Male,Asthma,0.0433,,,,
3064,State,Hawaii,15.0,All,Sex,Female,Atrial Fibrillation,0.0498,,,,
3067,State,Hawaii,15.0,All,Sex,Male,Atrial Fibrillation,0.0755,,,,
3077,State,Hawaii,15.0,All,Sex,Female,Autism Spectrum Disorders,0.0006,,,,
3080,State,Hawaii,15.0,All,Sex,Male,Autism Spectrum Disorders,0.0016,,,,
3090,State,Hawaii,15.0,All,Sex,Female,COPD,0.0611,,,,
3093,State,Hawaii,15.0,All,Sex,Male,COPD,0.0711,,,,
3103,State,Hawaii,15.0,All,Sex,Female,Cancer,0.0832,,,,
3106,State,Hawaii,15.0,All,Sex,Male,Cancer,0.0798,,,,
3116,State,Hawaii,15.0,All,Sex,Female,Chronic Kidney Disease,0.2433,,,,
3119,State,Hawaii,15.0,All,Sex,Male,Chronic Kidney Disease,0.2744,,,,
3129,State,Hawaii,15.0,All,Sex,Female,Depression,0.1086,,,,
3132,State,Hawaii,15.0,All,Sex,Male,Depression,0.0693,,,,
3142,State,Hawaii,15.0,All,Sex,Female,Diabetes,0.2598,,,,
3145,State,Hawaii,15.0,All,Sex,Male,Diabetes,0.2832,,,,
3155,State,Hawaii,15.0,All,Sex,Female,Drug/Substance Abuse,0.02,,,,
3158,State,Hawaii,15.0,All,Sex,Male,Drug/Substance Abuse,0.0328,,,,
3168,State,Hawaii,15.0,All,Sex,Female,HIV/AIDS,0.0003,,,,
3171,State,Hawaii,15.0,All,Sex,Male,HIV/AIDS,0.0033,,,,
3181,State,Hawaii,15.0,All,Sex,Female,Heart Failure,0.0851,,,,
3184,State,Hawaii,15.0,All,Sex,Male,Heart Failure,0.1191,,,,
3194,State,Hawaii,15.0,All,Sex,Female,Hepatitis (Chronic Viral B & C),0.007,,,,
3197,State,Hawaii,15.0,All,Sex,Male,Hepatitis (Chronic Viral B & C),0.0109,,,,
3207,State,Hawaii,15.0,All,Sex,Female,Hyperlipidemia,0.5822,,,,
3210,State,Hawaii,15.0,All,Sex,Male,Hyperlipidemia,0.5416,,,,
3220,State,Hawaii,15.0,All,Sex,Female,Hypertension,0.5688,,,,
3223,State,Hawaii,15.0,All,Sex,Male,Hypertension,0.547,,,,
3233,State,Hawaii,15.0,All,Sex,Female,Ischemic Heart Disease,0.1462,,,,
3236,State,Hawaii,15.0,All,Sex,Male,Ischemic Heart Disease,0.2387,,,,
3246,State,Hawaii,15.0,All,Sex,Female,Osteoporosis,0.1617,,,,
3249,State,Hawaii,15.0,All,Sex,Male,Osteoporosis,0.0188,,,,
3259,State,Hawaii,15.0,All,Sex,Female,Schizophrenia and Other Psychotic Disorders,0.0146,,,,
3262,State,Hawaii,15.0,All,Sex,Male,Schizophrenia and Other Psychotic Disorders,0.0178,,,,
3272,State,Hawaii,15.0,All,Sex,Female,Stroke,0.0346,,,,
3275,State,Hawaii,15.0,All,Sex,Male,Stroke,0.0353,,,,
3285,State,Idaho,16.0,All,Sex,Female,Alcohol Abuse,0.013,,,,
3288,State,Idaho,16.0,All,Sex,Male,Alcohol Abuse,0.026,,,,
3298,State,Idaho,16.0,All,Sex,Female,Alzheimer's Disease/Dementia,0.0955,,,,
3301,State,Idaho,16.0,All,Sex,Male,Alzheimer's Disease/Dementia,0.0702,,,,
3311,State,Idaho,16.0,All,Sex,Female,Arthritis,0.3521,,,,
3314,State,Idaho,16.0,All,Sex,Male,Arthritis,0.2493,,,,
3324,State,Idaho,16.0,All,Sex,Female,Asthma,0.0556,,,,
3327,State,Idaho,16.0,All,Sex,Male,Asthma,0.0281,,,,
3337,State,Idaho,16.0,All,Sex,Female,Atrial Fibrillation,0.0643,,,,
3340,State,Idaho,16.0,All,Sex,Male,Atrial Fibrillation,0.0795,,,,
3350,State,Idaho,16.0,All,Sex,Female,Autism Spectrum Disorders,0.0016,,,,
3353,State,Idaho,16.0,All,Sex,Male,Autism Spectrum Disorders,0.005,,,,
3363,State,Idaho,16.0,All,Sex,Female,COPD,0.0875,,,,
3366,State,Idaho,16.0,All,Sex,Male,COPD,0.0898,,,,
3376,State,Idaho,16.0,All,Sex,Female,Cancer,0.063,,,,
3379,State,Idaho,16.0,All,Sex,Male,Cancer,0.0725,,,,
3389,State,Idaho,16.0,All,Sex,Female,Chronic Kidney Disease,0.1927,,,,
3392,State,Idaho,16.0,All,Sex,Male,Chronic Kidney Disease,0.1983,,,,
3402,State,Idaho,16.0,All,Sex,Female,Depression,0.2369,,,,
3405,State,Idaho,16.0,All,Sex,Male,Depression,0.1254,,,,
3415,State,Idaho,16.0,All,Sex,Female,Diabetes,0.2078,,,,
3418,State,Idaho,16.0,All,Sex,Male,Diabetes,0.2319,,,,
3428,State,Idaho,16.0,All,Sex,Female,Drug/Substance Abuse,0.0358,,,,
3431,State,Idaho,16.0,All,Sex,Male,Drug/Substance Abuse,0.033,,,,
3441,State,Idaho,16.0,All,Sex,Female,HIV/AIDS,0.0003,,,,
3444,State,Idaho,16.0,All,Sex,Male,HIV/AIDS,0.0014,,,,
3454,State,Idaho,16.0,All,Sex,Female,Heart Failure,0.1074,,,,
3457,State,Idaho,16.0,All,Sex,Male,Heart Failure,0.1173,,,,
3467,State,Idaho,16.0,All,Sex,Female,Hepatitis (Chronic Viral B & C),0.0036,,,,
3470,State,Idaho,16.0,All,Sex,Male,Hepatitis (Chronic Viral B & C),0.0061,,,,
3480,State,Idaho,16.0,All,Sex,Female,Hyperlipidemia,0.3042,,,,
3483,State,Idaho,16.0,All,Sex,Male,Hyperlipidemia,0.3187,,,,
3493,State,Idaho,16.0,All,Sex,Female,Hypertension,0.4527,,,,
3496,State,Idaho,16.0,All,Sex,Male,Hypertension,0.4312,,,,
3506,State,Idaho,16.0,All,Sex,Female,Ischemic Heart Disease,0.1426,,,,
3509,State,Idaho,16.0,All,Sex,Male,Ischemic Heart Disease,0.2428,,,,
3519,State,Idaho,16.0,All,Sex,Female,Osteoporosis,0.0948,,,,
3522,State,Idaho,16.0,All,Sex,Male,Osteoporosis,0.012,,,,
3532,State,Idaho,16.0,All,Sex,Female,Schizophrenia and Other Psychotic Disorders,0.019,,,,
3535,State,Idaho,16.0,All,Sex,Male,Schizophrenia and Other Psychotic Disorders,0.0223,,,,
3545,State,Idaho,16.0,All,Sex,Female,Stroke,0.0231,,,,
3548,State,Idaho,16.0,All,Sex,Male,Stroke,0.0225,,,,
3558,State,Illinois,17.0,All,Sex,Female,Alcohol Abuse,0.0099,,,,
3561,State,Illinois,17.0,All,Sex,Male,Alcohol Abuse,0.0279,,,,
3571,State,Illinois,17.0,All,Sex,Female,Alzheimer's Disease/Dementia,0.119,,,,
3574,State,Illinois,17.0,All,Sex,Male,Alzheimer's Disease/Dementia,0.0909,,,,
3584,State,Illinois,17.0,All,Sex,Female,Arthritis,0.4015,,,,
3587,State,Illinois,17.0,All,Sex,Male,Arthritis,0.2838,,,,
3597,State,Illinois,17.0,All,Sex,Female,Asthma,0.0597,,,,
3600,State,Illinois,17.0,All,Sex,Male,Asthma,0.0306,,,,
3610,State,Illinois,17.0,All,Sex,Female,Atrial Fibrillation,0.0812,,,,
3613,State,Illinois,17.0,All,Sex,Male,Atrial Fibrillation,0.1013,,,,
3623,State,Illinois,17.0,All,Sex,Female,Autism Spectrum Disorders,0.001,,,,
3626,State,Illinois,17.0,All,Sex,Male,Autism Spectrum Disorders,0.0039,,,,
3636,State,Illinois,17.0,All,Sex,Female,COPD,0.1188,,,,
3639,State,Illinois,17.0,All,Sex,Male,COPD,0.1176,,,,
3649,State,Illinois,17.0,All,Sex,Female,Cancer,0.0816,,,,
3652,State,Illinois,17.0,All,Sex,Male,Cancer,0.1004,,,,
3662,State,Illinois,17.0,All,Sex,Female,Chronic Kidney Disease,0.2297,,,,
3665,State,Illinois,17.0,All,Sex,Male,Chronic Kidney Disease,0.2654,,,,
3675,State,Illinois,17.0,All,Sex,Female,Depression,0.2012,,,,
3678,State,Illinois,17.0,All,Sex,Male,Depression,0.1239,,,,
3688,State,Illinois,17.0,All,Sex,Female,Diabetes,0.253,,,,
3691,State,Illinois,17.0,All,Sex,Male,Diabetes,0.2927,,,,
3701,State,Illinois,17.0,All,Sex,Female,Drug/Substance Abuse,0.0207,,,,
3704,State,Illinois,17.0,All,Sex,Male,Drug/Substance Abuse,0.0264,,,,
3714,State,Illinois,17.0,All,Sex,Female,HIV/AIDS,0.0012,,,,
3717,State,Illinois,17.0,All,Sex,Male,HIV/AIDS,0.005,,,,
3727,State,Illinois,17.0,All,Sex,Female,Heart Failure,0.1483,,,,
3730,State,Illinois,17.0,All,Sex,Male,Heart Failure,0.16,,,,
3740,State,Illinois,17.0,All,Sex,Female,Hepatitis (Chronic Viral B & C),0.0049,,,,
3743,State,Illinois,17.0,All,Sex,Male,Hepatitis (Chronic Viral B & C),0.0076,,,,
3753,State,Illinois,17.0,All,Sex,Female,Hyperlipidemia,0.4841,,,,
3756,State,Illinois,17.0,All,Sex,Male,Hyperlipidemia,0.4944,,,,
3766,State,Illinois,17.0,All,Sex,Female,Hypertension,0.5946,,,,
3769,State,Illinois,17.0,All,Sex,Male,Hypertension,0.5735,,,,
3779,State,Illinois,17.0,All,Sex,Female,Ischemic Heart Disease,0.218,,,,
3782,State,Illinois,17.0,All,Sex,Male,Ischemic Heart Disease,0.326,,,,
3792,State,Illinois,17.0,All,Sex,Female,Osteoporosis,0.1049,,,,
3795,State,Illinois,17.0,All,Sex,Male,Osteoporosis,0.0154,,,,
3805,State,Illinois,17.0,All,Sex,Female,Schizophrenia and Other Psychotic Disorders,0.0256,,,,
3808,State,Illinois,17.0,All,Sex,Male,Schizophrenia and Other Psychotic Disorders,0.0299,,,,
3818,State,Illinois,17.0,All,Sex,Female,Stroke,0.0372,,,,
3821,State,Illinois,17.0,All,Sex,Male,Stroke,0.0391,,,,
3831,State,Indiana,18.0,All,Sex,Female,Alcohol Abuse,0.0114,,,,
3834,State,Indiana,18.0,All,Sex,Male,Alcohol Abuse,0.0328,,,,
3844,State,Indiana,18.0,All,Sex,Female,Alzheimer's Disease/Dementia,0.1252,,,,
3847,State,Indiana,18.0,All,Sex,Male,Alzheimer's Disease/Dementia,0.0915,,,,
3857,State,Indiana,18.0,All,Sex,Female,Arthritis,0.4014,,,,
3860,State,Indiana,18.0,All,Sex,Male,Arthritis,0.2838,,,,
3870,State,Indiana,18.0,All,Sex,Female,Asthma,0.0631,,,,
3873,State,Indiana,18.0,All,Sex,Male,Asthma,0.0305,,,,
3883,State,Indiana,18.0,All,Sex,Female,Atrial Fibrillation,0.0778,,,,
3886,State,Indiana,18.0,All,Sex,Male,Atrial Fibrillation,0.0949,,,,
3896,State,Indiana,18.0,All,Sex,Female,Autism Spectrum Disorders,0.0015,,,,
3899,State,Indiana,18.0,All,Sex,Male,Autism Spectrum Disorders,0.0053,,,,
3909,State,Indiana,18.0,All,Sex,Female,COPD,0.1431,,,,
3912,State,Indiana,18.0,All,Sex,Male,COPD,0.1421,,,,
3922,State,Indiana,18.0,All,Sex,Female,Cancer,0.0764,,,,
3925,State,Indiana,18.0,All,Sex,Male,Cancer,0.0856,,,,
3935,State,Indiana,18.0,All,Sex,Female,Chronic Kidney Disease,0.2467,,,,
3938,State,Indiana,18.0,All,Sex,Male,Chronic Kidney Disease,0.2647,,,,
3948,State,Indiana,18.0,All,Sex,Female,Depression,0.2568,,,,
3951,State,Indiana,18.0,All,Sex,Male,Depression,0.1528,,,,
3961,State,Indiana,18.0,All,Sex,Female,Diabetes,0.2615,,,,
3964,State,Indiana,18.0,All,Sex,Male,Diabetes,0.2997,,,,
3974,State,Indiana,18.0,All,Sex,Female,Drug/Substance Abuse,0.0307,,,,
3977,State,Indiana,18.0,All,Sex,Male,Drug/Substance Abuse,0.0365,,,,
3987,State,Indiana,18.0,All,Sex,Female,HIV/AIDS,0.0008,,,,
3990,State,Indiana,18.0,All,Sex,Male,HIV/AIDS,0.0036,,,,
4000,State,Indiana,18.0,All,Sex,Female,Heart Failure,0.1466,,,,
4003,State,Indiana,18.0,All,Sex,Male,Heart Failure,0.1568,,,,
4013,State,Indiana,18.0,All,Sex,Female,Hepatitis (Chronic Viral B & C),0.004,,,,
4016,State,Indiana,18.0,All,Sex,Male,Hepatitis (Chronic Viral B & C),0.0073,,,,
4026,State,Indiana,18.0,All,Sex,Female,Hyperlipidemia,0.4755,,,,
4029,State,Indiana,18.0,All,Sex,Male,Hyperlipidemia,0.483,,,,
4039,State,Indiana,18.0,All,Sex,Female,Hypertension,0.6079,,,,
4042,State,Indiana,18.0,All,Sex,Male,Hypertension,0.5813,,,,
4052,State,Indiana,18.0,All,Sex,Female,Ischemic Heart Disease,0.235,,,,
4055,State,Indiana,18.0,All,Sex,Male,Ischemic Heart Disease,0.3438,,,,
4065,State,Indiana,18.0,All,Sex,Female,Osteoporosis,0.1029,,,,
4068,State,Indiana,18.0,All,Sex,Male,Osteoporosis,0.0129,,,,
4078,State,Indiana,18.0,All,Sex,Female,Schizophrenia and Other Psychotic Disorders,0.0308,,,,
4081,State,Indiana,18.0,All,Sex,Male,Schizophrenia and Other Psychotic Disorders,0.0345,,,,
4091,State,Indiana,18.0,All,Sex,Female,Stroke,0.0368,,,,
4094,State,Indiana,18.0,All,Sex,Male,Stroke,0.0367,,,,
4104,State,Iowa,19.0,All,Sex,Female,Alcohol Abuse,0.0084,,,,
4107,State,Iowa,19.0,All,Sex,Male,Alcohol Abuse,0.026,,,,
4117,State,Iowa,19.0,All,Sex,Female,Alzheimer's Disease/Dementia,0.1081,,,,
4120,State,Iowa,19.0,All,Sex,Male,Alzheimer's Disease/Dementia,0.0803,,,,
4130,State,Iowa,19.0,All,Sex,Female,Arthritis,0.3424,,,,
4133,State,Iowa,19.0,All,Sex,Male,Arthritis,0.2425,,,,
4143,State,Iowa,19.0,All,Sex,Female,Asthma,0.0486,,,,
4146,State,Iowa,19.0,All,Sex,Male,Asthma,0.0263,,,,
4156,State,Iowa,19.0,All,Sex,Female,Atrial Fibrillation,0.0801,,,,
4159,State,Iowa,19.0,All,Sex,Male,Atrial Fibrillation,0.1034,,,,
4169,State,Iowa,19.0,All,Sex,Female,Autism Spectrum Disorders,0.0014,,,,
4172,State,Iowa,19.0,All,Sex,Male,Autism Spectrum Disorders,0.0049,,,,
4182,State,Iowa,19.0,All,Sex,Female,COPD,0.1031,,,,
4185,State,Iowa,19.0,All,Sex,Male,COPD,0.1171,,,,
4195,State,Iowa,19.0,All,Sex,Female,Cancer,0.0714,,,,
4198,State,Iowa,19.0,All,Sex,Male,Cancer,0.0846,,,,
4208,State,Iowa,19.0,All,Sex,Female,Chronic Kidney Disease,0.2033,,,,
4211,State,Iowa,19.0,All,Sex,Male,Chronic Kidney Disease,0.2322,,,,
4221,State,Iowa,19.0,All,Sex,Female,Depression,0.2359,,,,
4224,State,Iowa,19.0,All,Sex,Male,Depression,0.1398,,,,
4234,State,Iowa,19.0,All,Sex,Female,Diabetes,0.2215,,,,
4237,State,Iowa,19.0,All,Sex,Male,Diabetes,0.2626,,,,
4247,State,Iowa,19.0,All,Sex,Female,Drug/Substance Abuse,0.019,,,,
4250,State,Iowa,19.0,All,Sex,Male,Drug/Substance Abuse,0.0227,,,,
4260,State,Iowa,19.0,All,Sex,Female,HIV/AIDS,0.0004,,,,
4263,State,Iowa,19.0,All,Sex,Male,HIV/AIDS,0.0018,,,,
4273,State,Iowa,19.0,All,Sex,Female,Heart Failure,0.1235,,,,
4276,State,Iowa,19.0,All,Sex,Male,Heart Failure,0.1379,,,,
4286,State,Iowa,19.0,All,Sex,Female,Hepatitis (Chronic Viral B & C),0.0025,,,,
4289,State,Iowa,19.0,All,Sex,Male,Hepatitis (Chronic Viral B & C),0.0051,,,,
4299,State,Iowa,19.0,All,Sex,Female,Hyperlipidemia,0.4421,,,,
4302,State,Iowa,19.0,All,Sex,Male,Hyperlipidemia,0.4509,,,,
4312,State,Iowa,19.0,All,Sex,Female,Hypertension,0.5533,,,,
4315,State,Iowa,19.0,All,Sex,Male,Hypertension,0.5288,,,,
4325,State,Iowa,19.0,All,Sex,Female,Ischemic Heart Disease,0.1872,,,,
4328,State,Iowa,19.0,All,Sex,Male,Ischemic Heart Disease,0.3043,,,,
4338,State,Iowa,19.0,All,Sex,Female,Osteoporosis,0.1044,,,,
